key,jp,vi
Text/1745/text,그.. 그 그래서.. 이제부터 할 건..,V.. vậy thì... từ giờ sẽ làm gì ạ...
Text/1746/text,"일단 오, 옷을 전부 벗으면 되는 겁니까..?","Trước hết, kẻ hèn này cởi hết quần áo ra được không ạ..?"
Text/1747/text,執事は細く震える手で、一枚一枚丁寧に服を脱いでいく。,"Quản gia dùng đôi tay run nhẹ, tỉ mỉ cởi từng món đồ một."
Text/1748/text,服を脱ぎながらも、無造作に置くことはせず、丁寧に畳んで部屋の隅に整理していく。,"Cởi đồ xong không vứt bừa bãi, mà gấp gọn gàng để vào góc phòng."
Text/1749/text,"그리고선 이 위에 누우면.. 네, 알겠습니다..","Rồi nằm lên trên này... vâng, hiểu rồi ạ."
Text/174a/text,おそるおそる身体を横たえると、恥ずかしいのか両手で顔を覆い隠す。,"Sợ sệt nằm xuống, xấu hổ đến nỗi lấy hai tay che mặt."
Text/174b/text,僕の方をちらちらと窺いながら、わずかな動きにもビクッと反応、あからさまに緊張している。,"Cô ấy liếc nhìn tôi, hơi động cái là giật mình, căng thẳng thấy rõ."
Text/174c/text,"하아.. 하.. 어, 얼굴이 탈 거 같습니다. 보여지는 것만으로..",Há.. ha... mặt kẻ hèn này nóng quá. Chỉ bị nhìn thôi đã...
Text/174d/text,저는 이대로 있을 테니.. 원하시는 대로..,Kẻ hèn này sẽ nằm im thế này... quý nhân cứ tự nhiên...
Text/174e/text,口では同意していたものの、顔を隠すように両脚もしっかりと閉じられていて、そっと両膝を掴んで開こうとしてみるが…,"Miệng nói đồng ý nhưng chân vẫn khép chặt. Tôi nhẹ nhàng nắm đầu gối định mở ra, nhưng..."
Text/174f/text,"후, 후읏?!","Ư, ưu?!"
Choice/1750/text,…ふ、踏ん張る力強っ！,C-cô ấy gồng cứng quá!
Text/1751/text,"자.. 잠깐, 잠깐만요. 이거 생각보다 엄청 부끄럽습니다..! 다, 다리 벌려지는 거!","Ch.. khoan đã, khoan đã. Cái này xấu hổ hơn tưởng tượng nhiều..! B-bị bẻ chân ra!"
Text/1752/text,"죄, 죄송합니다아..! 그치만 정말 괜찮은데.. 훤히 보여진다고 생각하니..!",X-xin lỗi..! Nhưng kẻ hèn này thực sự ổn mà..! Nghĩ đến cảnh bị nhìn thấy hết thôi là..!
Choice/1753/text,まだ心の準備が必要なのかな…？,Chắc cần chuẩn bị tâm lý thêm nhỉ...?
Text/1754/text,"그, 그게..! 당신을 받아들일 준비는 되었다고 생각합니다만..! 우으으..!",C-cái đó..! Kẻ hèn này nghĩ mình đã sẵn sàng đón nhận quý nhân rồi..! ư ư ư..!
Text/1755/text,역시 이대로는 힘든 거겠죠..? 죄.. 죄송합니다.. 흐읏.. 역시 저는..,Quả nhiên thế này vẫn khó quá đúng không ạ...? X-xin lỗi... hừ... chắc kẻ hèn này...
Text/1756/text,"다, 당신의 얼굴이라던가.. 자지가 들어오는 거라던가.. 도저히 볼 수 없어서..",M-mặt quý nhân hay... cặc sắp vào... kẻ hèn này không tài nào nhìn nổi...
Choice/1757/text,大丈夫、こういうやり方もあるから。,"Không sao, cũng có cách khác mà."
Choice/1758/text,このままでも十分できるよ。,Cứ thế này cũng làm được mà.
Text/1759/text,이대로 말입니까? ..흐읏?!,Cứ thế này ạ? Hử?
Text/175a/text,僕は執事の両脚を持ち上げ、自分の肩に乗せた。水音を立てながら固く閉じていた脚が開かれ、局部があらわになる。,"Tôi nhấc chân quản gia lên đặt lên vai mình. Kèm theo tiếng nước, đùi đang khép chặt được mở ra, để lộ phần mông."
Text/175b/text,おまんこが丸見えになった瞬間、執事は指の隙間からこちらを覗いていた目をぎゅっと閉じる。,"Khoảnh khắc âm hộ lộ ra, quản gia nhắm chặt mắt đang hé nhìn qua kẽ tay."
Text/175c/text,꺄앗!,Áaaa!
Text/175d/text,彼女のおまんこからは、いつの間にか愛液が溢れ出し、お尻を伝って流れ落ちながら床をびっしょりと濡らしている。,"Từ âm hộ cô ấy, ái dịch đã trào ra, chảy xuống mông làm ướt cả sàn nhà."
Choice/175e/text,恥ずかしがってるわりには…,So với cái vẻ ngượng ngùng...
Choice/175f/text,こんなにびしょびしょじゃないか。,thì ướt sũng thế này còn gì.
Text/1760/text,그.. 그런거 몰라요.. 무척이나 간질거립니다..,K.. kẻ hèn này có biết gì đâu.. nhột quá..
Text/1761/text,僕は、彼女の閉じた秘部の間にゆっくりと人差し指を差し入れる。とても狭いけど、少し挿入しただけで奥へと吸い込まれていくようだ。,"Tôi từ từ đưa ngón trỏ vào khe bím đang khép chặt của quản gia. Chật lắm, nhưng chỉ đưa nhẹ vào đã như bị hút vào sâu bên trong."
Text/1762/text,執事が反射的に身体をビクつかせると、膣壁がさらに収縮し、指をきつく締め付けてくる。,"Quản gia giật mình, thành âm đạo co thắt mạnh hơn, cắn chặt lấy ngón tay."
Text/1763/text,!꺗..! 흐읏.. 무언가 들어왔습니다..!,!Ố..! Hử.. có thứ gì vào rồi ạ..!
Text/1764/text,아.. 아프지는.. 흐읏..!,A... không đau... hừ..!
Text/1765/text,指一本入れただけでおまんこの中がいっぱいになるほど狭くて熱い。執事の反応が落ち着いてきたころ、指を慎重に引き抜いた。,"Chỉ một ngón tay mà bím trong đã chật cứng, nóng hổi. Đến khi quản gia bớt giật, tôi từ từ rút ngón tay ra."
Text/1766/text,引き抜いた指はしっとりと濡れ、粘り気のある糸を引いている。指が抜けた膣穴からも、滾々と愛液が溢れ出す。,"Ngón tay rút ra ướt đẫm, kéo thành sợi nhớt. Từ lỗ bím, ái dịch trào ra không ngừng."
Text/1767/text,"하앗, 하아.. 아앗..! 저, 겨우 이 정도로 정신이 날아갈 거 같습니다..","Há, há... á..! Kẻ hèn này, mới thế này thôi đã thấy mất trí rồi.."
Text/1768/text,"아, 아직 시작도 안 한 건가요..? 자지를 넣어지면 저는 대체 어떻게 될지.. 흣..","A, vẫn chưa bắt đầu sao ạ...? Nếu cặc vào thì kẻ hèn này sẽ thế nào đây... hừ..."
Text/1769/text,심장이 터질 거 같습니다.. 그렇게 보고 있으면..,Tim kẻ hèn này như muốn nổ tung.. khi quý nhân nhìn thế này...
Text/176a/text,僕は、すっかり僕の受け入れ準備が整った彼女のおまんこの入り口に、亀頭をそっと押し当てる。,Tôi áp nhẹ quy đầu vào cửa bím đã sẵn sàng tiếp nhận.
Text/176b/text,"..히잇?! ..그, 딱딱한 게 닿고 있습니다..!",...hix?! C-cái thứ cứng đang chạm vào ạ...!
Text/176c/text,"이, 이대로 보, 보지에 넣는 겁니까..? 이런 자세로..?",C-cứ thế này mà đưa vào b-bím sao ạ..? Tư thế này..?
Choice/176d/text,このままなら恥ずかしさも少しはマシになるよ。,Như thế này em đỡ ngượng hơn đấy.
Text/176e/text,"그, 그렇긴 하지만.. 적어도 천천히.. 아!",V-vậy thì cũng đúng nhưng... ít nhất hãy từ từ... a!
Text/176f/text,"호, 혹시 아까의 그거.. 사용하지 않는 겁니까? 콘돔이라는..","Ờ, hay là cái lúc nãy... quý nhân không dùng sao ạ? Bao cao su ấy..."
Choice/1770/text,それは、避妊するときに使うもので…つまり…,Cái đó để tránh thai... nghĩa là...
Choice/1771/text,妊娠を防ぐためのもの。,Để ngăn có thai.
Text/1772/text,에엣?!,Hả?!
Text/1773/text,아.. 그 얇은 막의 용도는.. 그런 거였습니까..?! 임신하지 않도록..,A.. công dụng của cái màng mỏng đó... là vậy sao..?! Để không mang thai...
Choice/1774/text,別にどっちでもいいけど。使ってみようか？,"Thế nào cũng được, hay là dùng thử xem sao?"
Text/1775/text,으읏..!,Ưm..!
Text/1776/text,.....,.....
Text/1777/text,"..아니요.. 부디, 그대로..",..Không ạ... xin cứ thế...
Text/1778/text,당신의 정액.. 제 안에도 가득 받아서..,Tinh dịch của quý nhân... kẻ hèn này cũng muốn nhận đầy trong người...
Text/1779/text,"임신.. 하고 싶으니까.. 콘돔이라는 거, 쓰지 말아 주세요..",Vì kẻ hèn này muốn mang thai... xin đừng dùng bao cao su ạ...
Text/177a/text,우읏.. 우으으..,Ưm.. ưmmmm..
Text/177b/text,사정한 건가요..? 제 안에..,Quý nhân bắn vào trong rồi ạ..? Trong người kẻ hèn này..
Text/177c/text,이렇게나 가득 찰 수 있는 거군요.. 정액이란 거.,Hóa ra tinh dịch có thể đầy đến thế này ạ..
Text/177d/text,"섹스라는 거, 생각보다.. 아읏. 무척 기분 좋습니다..","Chuyện làm tình, hơn cả tưởng tượng... a ư. Rất là sướng ạ..."
Text/177e/text,하지만 하는 동안 도저히 당신을 보고 있을 수 없었어요.. 좀더 계속 계속 하다 보면.. 익숙해 지겠죠..?,"Nhưng trong lúc làm, kẻ hèn này không thể nhìn mặt quý nhân nổi... nếu cứ tiếp tục làm thêm... sẽ quen chứ ạ..?"
Choice/177f/text,次は顔を見ながらしたいな。,Lần sau tôi muốn vừa nhìn mặt em vừa làm.
Choice/1780/text,恥ずかしがる姿もかわいいから。,Tại vẻ ngượng của em cũng dễ thương mà.
Text/1781/text,..노력해 보겠습니다.. 오늘로써 더 많은 걸 알게 됐네요.. 콘돔이라던가.. 섹스라던가..,..Kẻ hèn này sẽ cố... hôm nay đã biết thêm nhiều thứ quá... nào là bao cao su... nào là làm tình...
Text/1782/text,그래도 더 많은 걸 알고 싶으니까.. 잘 부탁 드리겠습니다.,Nhưng vì muốn biết thêm nữa... mong quý nhân chỉ bảo.
Text/e3/text,執事好感度2イベント,Sự kiện tình cảm quản gia cấp 2
Text/1783/text,"..아, 잠깐 시간 내 주실 수 있으십니까?","..A, quý nhân có chút thời gian không ạ?"
Text/1784/text,실은 인간 모습으로 변한 뒤로 좀 곤란한 일이..,"Thực ra từ khi hóa thành hình người, có chuyện hơi phiền..."
Choice/1785/text,困ったこと…？,Chuyện phiền...?
Text/1786/text,네. 이전 모습일 때의 감각이 상당히.. 무뎌진 거 같습니다.,"Vâng. So với hình dạng trước, giác quan của kẻ hèn này có vẻ... chậm chạp hơn nhiều."
Text/1787/text,"전차칸에 퍼진 분실물을 회수하는 것도 제 업무였습니다만, 이런 모습으로는..","Thu hồi đồ thất lạc rải rác trong các toa tàu cũng là việc của kẻ hèn này, nhưng với dáng vẻ này..."
Text/1788/text,"움직이는 것도 어색하고, 이변을 가까이 하면 자, 자꾸 이상한 기분이 들어서..","Đi lại cũng vụng về, mà lại gần dị biến là cứ thấy là lạ..."
Choice/1789/text,人間になったことで、異変の影響を受けるようになったのか…？,Thành người rồi nên bị ảnh hưởng bởi dị biến sao...?
Text/178a/text,그런 거 같습니다. 이래서는 상품 수급에 차질이 생길 텐데..,Có vẻ vậy ạ. Thế này thì việc cung ứng hàng hóa sẽ bị trục trặc mất...
Choice/178b/text,じゃあ、探索のついでに探しておくよ。,Vậy tôi sẽ tiện đường tìm giúp cho.
Text/178c/text,"저, 정말입니까? 하지만..",K.. kẻ hèn này thật sự được sao? Nhưng...
Choice/178d/text,もう同じ境遇なんだからさ。,Giờ đều cùng cảnh ngộ với nhau mà.
Choice/178e/text,景品があった方が、早くチケットを集められるし。,Có hàng thì mới mau kiếm được vé mà.
Text/178f/text,그럼.. 사양하지 않겠습니다. 감사합니다.,Vậy thì... kẻ hèn này không từ chối nữa. Cảm ơn quý nhân.
Text/1790/text,항상 도움만 받는군요.. 면목 없습니다.,Lúc nào cũng chỉ nhận giúp đỡ thôi... thật hổ thẹn.
Choice/1791/text,その紛失物って、どこで見つかるの？,Mấy đồ thất lạc đó tìm ở đâu vậy?
Text/1792/text,일반적으로는 전차칸을 탐색하다보면 발견할 수 있습니다.,Thông thường thì tìm bằng cách thám hiểm các toa tàu ạ.
Text/1793/text,탐색했던 전차칸이라도 분실물이 발견될 수 있으니 한번 더 확인해 보시면 좋을 듯 합니다.,"Kể cả toa đã thám hiểm rồi cũng có thể tìm thấy đồ thất lạc, nên kiểm tra lại một lần thì tốt ạ."
Text/1794/text,그리고 획득한 분실물은 제게 가져올 필요 없이 바로 사용하셔도 됩니다.,"Và đồ thất lạc nhặt được không cần mang đến cho kẻ hèn này, cứ dùng luôn cũng được ạ."
Choice/1795/text,本当に？チケットを受け取って販売するんじゃないの？,Thật sao? Cậu không cần thu vé để bán chúng à?
Choice/1796/text,コニアルに渡すチケットは？,Còn vé đưa cho Konial thì sao?
Text/1797/text,원래라면 그렇지만.. 어차피 여러분에게 필요한 물건이니까요.,"Đáng lẽ ra phải thế, nhưng... dù sao đó cũng là thứ quý vị cần mà."
Text/1798/text,코니알 님에게 바칠 티켓은.. 아!,Còn vé dâng cho Konial đại nhân... a!
Text/1799/text,"그럼, 분실물이 있을 거라 생각되는 칸의 정보를 교환해 드릴 테니, 위치를 알고 싶으시면 들러 주세요.","Vậy kẻ hèn này sẽ đổi thông tin về toa có đồ thất lạc, nếu quý nhân muốn biết vị trí thì ghé qua nhé."
Text/179a/text,상품들의 가격보다 저렴하게 교환 해 드리겠습니다.,Kẻ hèn này sẽ đổi rẻ hơn giá hàng hóa ạ.
Choice/179b/text,わかった。ありがとう！,Hiểu rồi. Cảm ơn nhé!
Text/179c/text,감사합니다. ..몸 조심히 다녀오시길.,Cảm ơn quý nhân. ...Xin hãy đi đường cẩn thận.
Text/e4/text,あら。可愛い鳥がいますよ。,Ồ. Có một chú chim dễ thương kìa.
Text/e5/text,かわいい！これも異変なん？ここ開始地点じゃん？,Dễ thương quá! Cái này cũng là dị biến hả? Chỗ này là điểm bắt đầu mà?
Choice/e6/text,たぶん…この鳥がコニアルの言ってた…,Chắc con chim này là thứ Konial từng nói...
Text/e7/text,あっ！そうでしたね。戻ったら交換ショップが利用できるって言ってました。確か『執事』さんを探せって……,À! Đúng rồi. Cô ấy bảo về rồi thì dùng được cửa hàng trao đổi. Là tìm người gọi là 'Quản gia' ấy nhỉ?
