key,en,cn,jp,ko,zh,情緒,vi
SCENE_MAI_COWGIRL_FIRST_AFTER_01,Hah... hah... wow... my belly's so hot...,哈啊……哈啊……好猛……肚子里好烫喔……,はぁ…はぁ…すご…お腹ん中…熱いよぉ…,하아.. 하아.. 대단해.. 뱃속이.. 뜨거워..,哈啊……哈啊……好猛……肚子裡好燙喔……,余韻,Hà... hà... đỉnh quá... trong bụng tớ... nóng ran lên rồi...
SCENE_KONIAL_PRESS_READY_01,Kuh...! Heavy...! You... hurry up and...!,呿……！好重……！你这家伙……快点……！,くっ…！重い…！このっ…さっさと…！,큿..! 무거워..! 어서 비키지 못해?,呿……！好重……！你這傢伙……快點……！,ツンデレ,Ưm...! Nặng thế...! Ngươi... mau tránh ra...!
SCENE_MAI_COWGIRL_FIRST_AFTER_02,Geez... you came this much? Ahaha...!,真是的……竟然射这么多……啊哈……！,もー…こんなにいっぱい出すなんてさ…あはっ…！,정말.. 이렇게 가득 싸 버리다니.. 아읏.!,真是的……竟然射這麼多……啊哈……！,余韻,Trời ạ... sao lại bắn nhiều đến thế chứ... a ha...!
SCENE_MAI_COWGIRL_FIRST_AFTER_03,"Your face is crazy. Was it that good? Hehe, it was seriously good for me too.",你表情超夸张耶。有那么爽吗？嘿嘿，我也真的超爽。,顔ヤバいじゃん、そんなに良かった？…へへ、あたしはマジで良かったよ。,"표정 좀 봐, 그렇게 좋았어?.. 하핫, 난 무척 좋았어.",你表情超誇張耶。有那麼爽嗎？嘿嘿，我也真的超爽。,余韻+笑顔,"Xem cái mặt cậu kìa, sướng đến thế cơ à?... Hê hê, tớ thì sướng dã man luôn."
SCENE_KONIAL_PRESS_READY_03,What's pressing against me down there...?! No way...!,下面顶着我的是……！难道……！,下に当たってるのって…！まさか…！,아래 닿고 있는 건 뭐야..! 설마..,下面頂著我的是……！難道……！,ツンデレ,Thứ cọ ngay bên dưới là...! Không lẽ nào...!
SCENE_REINA_SITTING_REVERSE_AFTER_01,"Nnnh... hah, hah...",嗯嗯……哈啊、哈啊……,うぅん…っ、はぁ、はぁ…,"우으응.. 읏, 하아아, 하아..",嗯嗯……哈啊、哈啊……,余韻,Ư... hà... hà...
SCENE_KONIAL_PRESS_READY_02,Hah... hah... this doesn't... feel good at all...! Nnuh...!,哈啊……哈啊……我才……一点都不舒服……！嗯呜……！,はぁ…はぁ…全然…気持ちよくなどないぞ…！んぅっ…！,하아.. 하아.. 전혀.. 기분 좋지 않으니까..! 으읏..,哈啊……哈啊……我才……一點都不舒服……！嗯嗚……！,ツンデレ,Hà... hà... ta hoàn toàn... không thấy sướng đâu nhé...! Ư...!
SCENE_KONIAL_AHEN_10,Kuh...,呵呼……,くふっ…,크흣..,呵呼……,喘ぎ,Ưm...
SCENE_REINA_SITTING_REVERSE_AFTER_03,Hah... nnn... my belly is swelling with your semen...,哈啊……嗯嗯……我的肚子……被您的精液撑起来了……,はぁ…んんっ……あなたの精液で、お腹が膨らんでます……,"하으응.. 당신의 정액으로, 배가 볼록해졌어요..",哈啊……嗯嗯……我的肚子……被您的精液撐起來了……,余韻,Hà... ưm...... bụng em căng tròn vì chứa đầy tinh dịch của anh rồi......
SCENE_REINA_SITTING_REVERSE_AFTER_02,"I love you, I love you so much. I can do this as many times as you want...",喜欢你，最喜欢你了。不管几次我都可以……,好き、大好きです。何回だって、できますから…,"좋아, 너무 좋아해요. 몇 번이고 할 수 있어.",喜歡你，最喜歡你了。不管幾次我都可以……,余韻,"Em yêu anh, yêu anh nhiều lắm. Bao nhiêu lần em cũng chiều được tuốt..."
SCENE_REINA_DOGGY_AFTER_02,...I can't believe... I felt that much...,……我竟然……舒服成这样……,…こんなに…感じちゃいました…,..이렇게나.. 느껴버렸어요..,……我竟然……舒服成這樣……,余韻,...Em đã... sướng đến mức này cơ đấy...
SCENE_REINA_DOGGY_AFTER_03,Uuh... ha... hah...,呜呜……哈……哈啊……,ううっ…は…はぁ…,으읏.. 하.. 하아..,嗚嗚……哈……哈啊……,余韻,Ư... hà... hà...
SCENE_REINA_DOGGY_AFTER_01,Hah... hah... that felt... wonderful...,哈啊……哈啊……感觉……好棒……,はぁ……はぁ……すごくよかったです……,"하아.. 하아.. 무척, 좋았어요..",哈啊……哈啊……感覺……好棒……,余韻,Hà...... hà...... sướng lắm anh ơi......
SCENE_REINA_SITTING_REVERSE_PLAYING_04,"Haaahn...! ...Ahuh...! Cock, cock... I love your cock...!",哈啊啊……！ ……啊呼……！肉棒、肉棒……我最喜欢肉棒了……！,はぁあん！……あふぅっ…！おちんちん、おちんちん…大好きぃっ！,"아아앙! ..아흐읏! 자지, 자지 너무 좋하앗!",哈啊啊……！……啊呼……！肉棒、肉棒……我最喜歡肉棒了……！,びっくり,A...! ...Ư...! Em yêu... yêu con cặc của anh nhất...!
SCENE_REINA_SITTING_REVERSE_PLAYING_01,"Ah, nn! There, that feels good...! Uuh!?",啊、嗯！那里，那里好舒服……！呜呜！ ？,あっ、んっ！そこ、そこイイです…！ううっ！？,"아흣! 거기, 거기 좋아요! 으으읏?!",啊、嗯！那裡，那裡好舒服……！嗚嗚！？,びっくり,"A, ưm! Chỗ đó, chỗ đó sướng lắm...! Ôi?!"
SCENE_REINA_SITTING_REVERSE_PLAYING_03,Nnnh...! From now on... you can use my pussy... as much as you want...!,嗯嗯……！从今以后……我的小穴……你想怎么用都可以……！,うぅん……！私のおまんこ…これからずっと…好きなだけ、使っていいですからぁっ…！,"으응..! 평생 내 보지, 얼마든지 써도 되니까앗.",嗯嗯……！從今以後……我的小穴……你想怎麼用都可以……！,びっくり,Ưm......! Từ nay về sau... chỗ này của em... anh muốn xài bao nhiêu tùy thích nhé...!
SCENE_REINA_SITTING_REVERSE_PLAYING_02,I'm always thinking about this cock...! I'm sorry...! Aaah...!,我总是只想着这根……！对不起……！啊啊……！,いつも、このおちんちんのことばかり考えて…！ごめんなさいぃっ…！ああんっ…！,"항상, 이 자지 생각뿐이라..! 죄송해요옷..! 아앙!",我總是只想著這根……！對不起……！啊啊……！,びっくり,Lúc nào đầu óc em cũng chỉ nghĩ về nó thôi...! Em xin lỗi anh...! A...!
SCENE_MAI_COWGIRL_FIRST_PLAYING_01,Aah...! Hah...! Like this... I'll make you feel even better...!,啊啊……！哈呜……！像这样……让你更舒服……！,ああん…！はうっ…！こーやって…もっと気持ちよくしてあげる…！,아앙..! 하읏! 이렇게.. 더 기분 좋게 해줄게..!,啊啊……！哈嗚……！像這樣……讓你更舒服……！,びっくり,A...! Á...! Để tớ làm như thế này... cho cậu sướng hơn nữa nhé...!
SCENE_MAI_COWGIRL_FIRST_PLAYING_02,Good... so good...! Your cock... is hitting my womb...!,好棒……真的好爽……！你的那根……顶到子宫了……！,いい…すっごいいいよぉ…！あんたのちんぽ…子宮まで…突いてるぅ…！,좋아.. 너무 좋아..! 네 자지가.. 자궁을 찌르고 있어..!,好棒……真的好爽……！你的那根……頂到子宮了……！,照れてる,Sướng... sướng quá đi mất...! Con cặc của cậu... đang đâm chạm tử cung tớ rồi...!
SCENE_KONIAL_COWGIRL_READY_03,Watch closely as it spreads my pussy open... and slides inside...,给我仔细看着它撑开我的小穴……插进来的样子……,我のおまんこを押し広げて…入ってくるところ…じっくり見ておけよ？,내 보지를 헤집고 들어가는 거.. 자세히 봐야 한다?,給我仔細看著它撐開我的小穴……插進來的樣子……,からかう,Hãy nhìn cho kỹ cảnh nó đang nong rộng chỗ đó của ta... rồi đút vào trong đi nhé?
SCENE_MAI_COWGIRL_FIRST_PLAYING_03,Hehe... my boobs are bouncing like crazy... you seeing this? Auhn...!,嘿嘿……我的胸部晃得超厉害……你有好好看着吗？啊嗯……！,へへ…あたしのおっぱい…すっごい揺れてんの…ちゃんと見えてる…？あうんっ…！,헤헤.. 내 가슴.. 엄청 흔들리는 거 보여..? 아응..!,嘿嘿……我的胸部晃得超厲害……你有好好看著嗎？啊嗯……！,照れてる,Hê hê... cậu có nhìn rõ... ngực tớ đang nảy tưng bừng lên không...? Á...!
SCENE_MAI_STANDING_SEX_PLAYING_03,This is more embarrassing than I thought... ah... aah...!,比想像中还害羞耶……这个……啊啊……！,思ったより恥ずかしーじゃん…？これぇ…っ…ああん…っ！,생각보다 더 부끄럽네 이거.. 아앙!,比想像中還害羞耶……這個……啊啊……！,照れてる,Làm kiểu này ngại hơn tớ tưởng đấy chứ...? Ôi...... á...!
SCENE_KONIAL_COWGIRL_READY_02,Well? I can tell your cock is already getting hot.,如何？我都感觉到你的那根变烫了喔？,どうだ？もうちんぽが熱くなってるの、我にもわかるぞ？,어때? 벌써부터 자지에서 뜨거운 기운이 느껴지는데.,如何？我都感覺到你的那根變燙了喔？,からかう,Sao hả? Ta cũng cảm nhận rõ con cặc của ngươi đang nóng ran lên rồi đấy?
SCENE_MAI_COWGIRL_FIRST_PLAYING_04,This feels better than I thought... ahh...!,比想像中还舒服耶……啊啊……！,思ったより気持ちいーじゃん…これぇっ…！,생각보다 더 기분 좋잖아 이거엇..,比想像中還舒服耶……啊啊……！,照れてる,Làm kiểu này sướng hơn tớ nghĩ nhiều luôn ấy...!
SCENE_MAI_STANDING_SEX_PLAYING_02,Hah... rub that spot more with your tip... hah!,哈啊……用龟头……再磨那里……哈呜！,はぁっ…亀頭で…そこ、もっとグリグリしてぇ…はぅっ！,좋아.. 귀두로 그쪽 더 긁어 줘.. 하읏!,哈啊……用龜頭……再磨那裡……哈嗚！,びっくり,Hà... dùng đầu khấc... cạ mạnh chỗ đó nữa đi cậu... á!
SCENE_KONIAL_COWGIRL_READY_01,Kihihi... watch closely.,嘻嘻嘻……给我看仔细了。,きひひ……よく見ておくんだな。,키히히.. 잘 보고 있으렴.,嘻嘻嘻……給我看仔細了。,からかう,Kê hê hê...... mở to mắt ra mà ngắm cho kỹ.
SCENE_MAI_STANDING_SEX_PLAYING_01,Aah...! Hah...! It's reaching the entrance to my womb...! This is so good...!,啊啊……！哈啊……！顶到子宫口了……！这个好爽……！,ああん…！はぁ…っ…！子宮の入り口まで…届いてるぅ…！これ、いぃっ…！,아앙..! 하읏! 자궁 입구까지.. 닿고 있어..! 좋아..!,啊啊……！哈啊……！頂到子宮口了……！這個好爽……！,びっくり,A...! Hà...! Thúc chạm tới tận cổ tử cung tớ rồi...! Phê quá đi mất...!
SCENE_MAI_SUMATA_READY_01,"Hehe... my thighs are soft, right?",嘿嘿……我的大腿很软吧？,へへ…あたしの太もも…柔らかいっしょ？,헤헤.. 내 허벅지.. 부드러워?,嘿嘿……我的大腿很軟吧？,遊び心,Hê hê... đùi tớ... mềm đúng không?
SCENE_MAI_STANDING_SEX_PLAYING_04,You're reaching places you don't usually hit...! Ah...!,顶到平常碰不到的地方了……！啊……！,いつも当たんないトコまで…届いてるぅ…！あっ…！,평소에 안 닿던 부분까지 닿고 있어..! 앗..!,頂到平常碰不到的地方了……！啊……！,びっくり,Đâm trúng những chỗ bình thường không thể chạm tới luôn rồi...! Á...!
SCENE_MAI_SUMATA_READY_02,"Your cock's on fire. How long've you been waiting for this, huh?",你的肉棒超烫的耶。你到底期待多久了？,あんたのちんぽ…超アチアチじゃん。どんだけ楽しみにしてたわけ？,네 자지.. 엄청 뜨겁네. 잔뜩 기대한 거야?,你的肉棒超燙的耶。你到底期待多久了？,遊び心,Con cặc cậu... nóng hôi hổi luôn kìa. Cậu mong chờ nó đến mức nào thế hử?
SCENE_MAI_SUMATA_READY_03,"Come on, move your hips right here.",来啊，就在这里……动动腰看看。,ほら、ここで…腰、動かしてみなよ。,"자, 여기서.. 허리를 앞뒤로 움직여봐.",來啊，就在這裡……動動腰看看。,笑顔,"Nào, cựa quậy hông ngay tại đây thử xem."
SCENE_REINA_FELLATIO_CUM_01,Nnmm...! Nnuh...! Mmm...,嗯唔……！嗯呜……！啾……,んむっ…！んうっ…！ちゅ…,우웁..! 으읍..! 츄..,嗯唔……！嗯嗚……！啾……,精液を含んだ口,Ưm...! Ư...! Chụt...
SCENE_KONIAL_MISSIONARY_KISS_CUM_01,Yes...! Don't hold back... come plenty...! Nn-oh?! ...Oooh...!,对……！不要忍……射好多出来……！嗯喔？ ！ ……喔喔……！,そぅっ…！我慢しないで…たっぷり出してぇ…！んおっ？！…おぉぉっ…！,그래엣..! 참지 말고 가득 싸 버려..! 오오옷?!,對……！不要忍……射好多出來……！嗯喔？！……喔喔……！,絶頂,Đúng rồi...! Đừng cố nhịn nữa... cứ bắn hết ra đi...! Ôi?! ...Á...!
SCENE_REINA_FELLATIO_CUM_02,Nn...! Give it all to me... I'll drink every last drop...,嗯……！全部……全部都给我……我会一滴不剩地喝干……,んっ…！全部…全部私にください…残さず飲み干してあげます…から…っ！,응..! 전부.. 전부 제게 주세요.. 남김없이 마셔드릴게요..!,嗯……！全部……全部都給我……我會一滴不剩地喝乾……,精液を含んだ口+期待 / 予感,Ưm...! Tất cả... hãy dâng hết cho em đi... em sẽ nuốt không chừa một giọt nào đâu...!
SCENE_BUTLER_AHEN_10,Auh...,啊呜……,ぁうっ…,아흑..,啊嗚……,喘ぎ,Á...
SCENE_KONIAL_MISSIONARY_KISS_CUM_02,Ngh...! Yes...! *Wet kiss*...! All of it... all of it...!,嗯呃……！没错……！啾噗……！全部……全部……！,んぐぅっ…！そうだ…！ちゅぷ…！全部…全部ぅ…！,으읍..!! 그래..! 츄웁..!! 전부.. 전부..!!,嗯呃……！沒錯……！啾噗……！全部……全部……！,絶頂,Ưm...! Đúng rồi...! *chụt*...! Tất cả... bắn hết đi...!
SCENE_REINA_HANDJOB_READY_01,I-is this... how I should touch it? ...It's so hot...,是、是这样……摸就可以了吗？ ……好烫……,こ、こうやって…触ればいいんでしょうか？…熱い、ですね…,이.. 이렇게.. 만지면 되는 건가요? ..뜨거워요..,是、是這樣……摸就可以了嗎？……好燙……,緊張,C-cầm sờ thế này có được không anh...? Nóng quá đi...
SCENE_CALL_MAI_MANGOPARTY,Mango Party~!,Mango Party～！,Mango Party~!,Mango Party~!,Mango Party～！,遊び心のある,Mango Party~!
SCENE_REINA_HANDJOB_READY_03,If it hurts... please tell me right away... This is my first time...,如果会痛……请立刻告诉我……因为我是第一次……,痛かったら…すぐに言ってくださいね…初めて、なので…,아프시면.. 바로 말씀해주세요.. 처음이니까..,如果會痛……請立刻告訴我……因為我是第一次……,緊張,Nếu đau... anh phải bảo em ngay nhé... vì đây là lần đầu của em...
SCENE_REINA_MISSIONARY_ONSEN_AFTER_02,No matter how many times we do it... it feels... incredible...,不管做几次……都觉得……好舒服……,何度しても…すごく…気持ちいいです…,몇 번이고 해도 기분 좋아요..,不管做幾次……都覺得……好舒服……,余韻,Dù có làm bao nhiêu lần... em vẫn thấy... sướng vô cùng...
SCENE_REINA_HANDJOB_READY_02,Your cock... is so... big and hard...,您的那根……真的……好大、好硬……,あなたのおちんちん…すごく…大きくて、硬いですね…,당신의 자지.. 정말.. 크고 단단하네요..,您的那根……真的……好大、好硬……,緊張,Con cặc của anh... to và cứng... khủng khiếp thật đấy...
SCENE_REINA_MISSIONARY_ONSEN_AFTER_03,Nn... um... shall we do it... one more time?,嗯嗯……那个……要不要……再来一次呢？,んん…あの…もう一回、しませんか…？,"으응.. 저기, 한 번 더 할까요?",嗯嗯……那個……要不要……再來一次呢？,余韻+可愛さ,Ưm... anh ơi... chúng ta làm thêm lần nữa nhé...?
SCENE_REINA_MISSIONARY_ONSEN_AFTER_01,Hah... hah... we're a mess... with sweat and semen...,哈啊……哈啊……汗水和……精液……弄得一团糟呢……,はぁ…はぁ…汗と…精液で…ぐちゃぐちゃですね…,하아.. 하아.. 땀이랑.. 정액으로.. 범벅이네요..,哈啊……哈啊……汗水和……精液……弄得一團糟呢……,余韻,Hà... hà... mồ hôi với... tinh dịch... dính nhoét nhoét hết rồi anh nhỉ...
SCENE_PAZUZU_AHEN_4,Hoo...,呼……,ふぅっ…,흐읏..,呼……,喘ぎ,Phù...
SCENE_MAI_COWGIRL_MARKING_CUM_01,Aaah...! You're coming...! Inside me... leave your mark inside me...! Haaahn...!,啊啊……！要射了……！射在我里面……把你的痕迹射满我……！哈啊啊……！,あぁっ…！出るぅ…！あたしの中にぃ…あんたの匂い…いっぱいぃっ…！はあぁん…っ！,아..! 싼다..! 내 안에.. 네 흔적.. 가득..! 아앙!,啊啊……！要射了……！射在我裡面……把你的痕跡射滿我……！哈啊啊……！,絶頂,Á...! Ra rồi...! Hãy để lại mùi hương của cậu... ngập tràn bên trong tớ đi...! Á...!
SCENE_MAI_FULL_DOGGY_READY_01,How long are you gonna make me wait?,你到底要让我等到什么时候啦～？,いつまで待たせんの～？,계속 기다리게 할 거야?,你到底要讓我等到什麼時候啦～？,期待,Cậu định bắt tớ phải chờ đến bao giờ đây hả hử~?
SCENE_MAI_COWGIRL_MARKING_CUM_02,I'll take it all... all of it...! Don't you dare pull out...!,全部……我会全部收下……！绝对不准拔出来……！,全部…全部もらってあげるから…！ 絶対抜いちゃダメっ…！,전부.. 전부 받아줄게..! 그러니 절대 빼지 마!,全部……我會全部收下……！絕對不准拔出來……！,絶頂,Bởi vì tớ... sẽ đón nhận hết sạch tinh dịch của cậu...! Cấm được rút ra đấy nhé...!
SCENE_MAI_FULL_DOGGY_READY_03,Don't just stare. Hurry up already! It's definitely gonna feel good!,别只顾着看啦～快点做啊～！一定会很爽的！,見てないでさ～早くしなよ～！絶対気持ちいいって！,보고만 있지 말고~ 얼른~ 분명 기분 좋을걸?,別只顧著看啦～快點做啊～！一定會很爽的！,期待,Đừng chỉ đứng ngắm thế chứ~ nhanh tay lên nào~! Đảm bảo phê lòi luôn!
SCENE_KONIAL_DEEPTHROAT_PLAYING_04,Nnmm...! Nnuh...! Slurp...!,嗯唔……！嗯呜……！啾噜……！,んむっ…！んぅ…！ちゅるっ…！,흐읍..! 으응..! 츄릅..!,嗯唔……！嗯嗚……！啾嚕……！,びっくり,Ưm...! Ư...! Chùn chụt...!
SCENE_MAI_FULL_DOGGY_READY_02,"You know I hate being teased, right?",你知道我讨厌被吊胃口吧？,じらされるの嫌いなの、知ってるでしょ？,애태우는 거 싫어하는 거 알지?,你知道我討厭被吊胃口吧？,期待,Cậu thừa biết là tớ ghét bị trêu ngươi rồi cơ mà?
SCENE_BUTLER_MISSIONARY_PLAYING_04,"I love you, I love you... more... uuh... hah...!",喜欢您、我喜欢您……更多……呜呜……哈啊……！,好き、好きです…もっと…うぅっ…はぁっ…！,"좋아, 좋아해요.. 좀 더.. 으읏.. 하앗..!",喜歡您、我喜歡您……更多……嗚嗚……哈啊……！,びっくり,"Em yêu ngài, em yêu ngài lắm... nữa đi... ư... á...!"
SCENE_KONIAL_ONAHLE_PLAYING_02,"Quite the impressive thing you've got there, hm?",你那东西还挺不错的嘛？,なかなか…いいモノ持ってるじゃないか？,제법 좋은 물건 가지고 있잖아~?,你那東西還挺不錯的嘛？,からかう,Ngươi cũng... sở hữu hàng khá chất đấy chứ nhỉ?
SCENE_KONIAL_ONAHLE_PLAYING_03,Shall I move faster for you?,要我动得更快一点吗？,もっと速く動いてやろうか？,좀 더 빠르게 흔들어 줄까?,要我動得更快一點嗎？,からかう,Có cần ta tuốt nhanh hơn nữa hộ ngươi không?
SCENE_KONIAL_DEEPTHROAT_PLAYING_01,Uph... nnn...! Hah...,唔噗……嗯嗯……！哈啊……,うぷっ…んんっ…！はあっ…,우웁.. 커억..! 하읏..,唔噗……嗯嗯……！哈啊……,びっくり,Oẹ... ưm...! Hà...
SCENE_BUTLER_MISSIONARY_PLAYING_01,...Ngh! Aaah... fua...!,……嗯！啊啊……呼啊……！,…っ！ああん……ふぁっ…！,읏! 아앙.. 흣!,……嗯！啊啊……呼啊……！,びっくり,...Ưm! A... á...!
SCENE_KONIAL_ONAHLE_PLAYING_01,Kihihi... like this... up and down... pumping away...,嘻嘻嘻……像这样……上下……砰砰地套弄……,きひひっ…こうやって…上下に…パンパンして…,키히히.. 이렇게 위 아래로.. 찌걱찌걱..,嘻嘻嘻……像這樣……上下……砰砰地套弄……,どや顔,Kê hê hê... cứ thế này... tuốt lên tuốt xuống... phập phập...
SCENE_KONIAL_DEEPTHROAT_PLAYING_03,Kuh... hah... (My brain... feels like it will melt...!),呿……哈啊……（脑袋……好像要融化了……！）,くッ…はぁッ…（脳が…とろけてしまいそうだ…！）,컥.. 컥.. (뇌가.. 녹아버릴 것 같아..),呿……哈啊……（腦袋……好像要融化了……！）,びっくり,Ư... á... (Đầu óc ta... sắp nhũn ra mất rồi...!)
SCENE_MAI_FULL_DOGGY_CUM_01,Aah...! Too hard...! I'm coming...! I might come...!,啊啊……！太激烈了……！要去了……！我可能要去了……！,ああん…！激しいって…！イく…！イっちゃうかもぉ…っ！,아앙! 격렬해! 가버려! 가버릴 거 같아!,啊啊……！太激烈了……！要去了……！我可能要去了……！,絶頂,A...! Mạnh quá đi...! Tớ ra... tớ sắp ra mất rồi...!
SCENE_BUTLER_MISSIONARY_PLAYING_03,"Hoo, ah...! Nnnh! ...Haaah...!",呼、啊……！嗯嗯！ ……哈啊啊……！,ふぅっ、あっ…！うぅん！…はぁぁ…っ…！,"후읏, 앗..! 으응! ..하아아..",呼、啊……！嗯嗯！……哈啊啊……！,びっくり,"Phù, á...! Ưm! ...Hà...!"
SCENE_KONIAL_DEEPTHROAT_PLAYING_02,No...! My body is moving on its own... hiuh?!,不对……！身体自己……咿呜？ ！,違う…！体が勝手に…ひぅっ？！,아니야..! 몸이 멋대로.. 흐급?!,不對……！身體自己……咿嗚？！,びっくり,Không phải...! Cơ thể ta tự cử động đấy chứ... á?!
SCENE_BUTLER_MISSIONARY_PLAYING_02,I-it's too large...! I'm already... so full inside...!,太、太大了……！里面已经……被塞满了……！,お、大きすぎます……！中がもう…いっぱいに……っ！,"너, 너무 커요..! 안을 가득 채워서..!",太、太大了……！裡面已經……被塞滿了……！,びっくり,T-to quá ngài ơi......! Bên trong em... chật ních rồi......!
SCENE_KONIAL_ONAHLE_PLAYING_04,Leave everything to me and focus only on your cock. Kihi...!,全部交给我，只要专心感受你的那根就好。嘻嘻……！,全部任せて、おちんぽだけに集中しろ。きひッ…！,전부 맡기고 자지에만 집중해. 키힛.,全部交給我，只要專心感受你的那根就好。嘻嘻……！,からかう,"Cứ giao phó hết cho ta, và chỉ tập trung vào con cặc của ngươi thôi. Kê hê...!"
SCENE_MAI_FULL_DOGGY_CUM_02,Kuh...! I-I'm coming...! Your big cock is making me... come...!,咕……！要、要去了……！被你那根大肉棒……弄到要去了……！,くぅっ！い、イくぅっ！あんたの…デカいちんぽで、あたし…イっちゃううぅ…っ！,"크흣! 가, 간다앗! 네 커다란 자지로 잔뜩 가버려!",咕……！要、要去了……！被你那根大肉棒……弄到要去了……！,絶頂,Ư...! Tớ... tớ ra...! Con cặc to của cậu làm tớ... ra mất rồi...!
SCENE_KONIAL_ONAHLE_CUM_02,"Ahaa...! That's it, the last spurt!",啊哈啊……！没错，最后冲刺了！,あはぁ…！そうだ、ラストスパートだ！,아앙..! 그래~ 마지막 스퍼트야~,啊哈啊……！沒錯，最後衝刺了！,からかう,"Á...! Đúng thế, đợt bứt phá cuối cùng đấy!"
SCENE_KONIAL_ONAHLE_CUM_01,About to come? Kihihi... then flood the inside with it...!,快射了？嘻嘻嘻……那就尽情射满里面吧……！,出ちゃいそう？きひひ…中にたっぷり出してしまえ…！,쌀 것 같아? 키히히.. 이 안에 가득 싸버려!,快射了？嘻嘻嘻……那就盡情射滿裡面吧……！,おどけて,Sắp bắn rồi sao? Kê hê hê... cứ xịt ngập ngụa vào trong đi...!
SCENE_PAZUZU_AHEN_KISS_5,Hah...,哈啊……,はぁ…,하아..,哈啊……,喘ぎ,Hà...
SCENE_KONIAL_AHEN_9,...Nn...,……嗯……,…ん…,..응..,……嗯……,喘ぎ,...Ưm...
SCENE_REINA_AHEN_6,Ngh...,嗯……,っ…,읏..,嗯……,喘ぎ,Ư...
SCENE_KONIAL_AHEN_7,Ahn...!,啊嗯……！,あんっ…！,앙..!,啊嗯……！,喘ぎ,Á...!
SCENE_REINA_AHEN_10,Hoo...,呼嗯……,ふぅん…,흐응..,呼嗯……,喘ぎ,Phù...
SCENE_BUTLER_HJ_FELLATIO_AFTER_01,(Gulp...) Hah... hah... this is... yours...,（吞……）哈啊……哈啊……这就是……您的……,(ごくん…)はぁ…はぁ…これが…あなたの…,(꿀꺽..) 하아.. 하아.. 이것이.. 당신의..,（吞……）哈啊……哈啊……這就是……您的……,飲み込んだ,(Ực...) Hà... hà... thì ra đây là... của ngài...
SCENE_KONIAL_AHEN_5,Oooh...!,喔喔……！,おおっ…！,오옷..!,喔喔……！,喘ぎ,Ôi...!
SCENE_BUTLER_HJ_FELLATIO_AFTER_02,...Do you feel refreshed...? Did I... do well...? ...Hah...,……您舒服些了吗……？我……做得还可以吗……？ ……哈啊……,…すっきりできましたか…？ わたくし…うまくできましたでしょうか？ …はぁ…,..시원해 지셨나요? 저.. 잘 한 건가요? ..하아.,……您舒服些了嗎……？我……做得還可以嗎……？……哈啊……,余韻,...Ngài đã thoải mái hơn chưa ạ...? Không biết em... làm có tốt không nữa? ...Hà...
SCENE_KONIAL_AHEN_2,Haa...!,哈啊……！,はあっ…！,하앗..!,哈啊……！,喘ぎ,A...!
SCENE_BUTLER_HJ_FELLATIO_AFTER_03,Ah...! It is... growing large again... May I be allowed to practice a little more...?,啊……！又……变大了呢……可以让我……再多练习一下吗……？,あっ…！また…大きくなっておりますね…練習…もっとさせていただいても、よろしいでしょうか…？,앗..! 또.. 커졌네요.. 연습.. 더 해도 될까요?,啊……！又……變大了呢……可以讓我……再多練習一下嗎……？,余韻,Á...! Lại... to lên rồi kìa ngài... Em có thể... tiếp tục luyện tập thêm được không ạ...?
SCENE_KONIAL_AHEN_3,Aaahn...,啊啊……,ああんっ…,아앙~,啊啊……,喘ぎ,Á...
SCENE_REINA_FELLATIO_READY_01,Slurp... with my tongue... like this...,啾噜……用舌头……像这样……,ちゅる…舌で…こうやって…,츄릅.. 혀로 이렇게..,啾嚕……用舌頭……像這樣……,フェラ,Líếm... dùng lưỡi... rà rà thế này...
SCENE_CALL_KONIAL_MANGOPARTY,Mango Party!,Mango Party！,Mango Party!,Mango Party!,Mango Party！,からかう,Mango Party!
SCENE_KONIAL_AHEN_1,Nnuh...,嗯呜……,んぅっ…,으응~,嗯嗚……,喘ぎ,Ưm...
SCENE_REINA_FELLATIO_READY_03,Please wait a moment... I'll gather plenty of saliva...,请稍等一下……我先含满唾液……,少しお待ちください…唾液をたっぷり溜めて…,잠시만요.. 침을 잔뜩 모아서..,請稍等一下……我先含滿唾液……,フェラ,Chờ em một lát nhé... gom cho đẫm nước bọt đã...
SCENE_REINA_FELLATIO_READY_02,I shall clean every corner of the tip for you...,我会帮您把龟头……每个角落都舔干净……,亀頭の隅々まで…綺麗にしてさしあげますね…,귀두 구석 구석.. 깨끗히 해 드릴게요..,我會幫您把龜頭……每個角落都舔乾淨……,フェラ,Em sẽ vệ sinh sạch sẽ... mọi ngóc ngách đầu khấc cho anh nhé...
SCENE_PAZUZU_AHEN_KISS_4,...Nn...,……嗯……,…ん…,..응..,……嗯……,キス,...Ưm...
SCENE_MAI_DOGGY_BUNNY_CUM_01,Okay...! This time too... come in the very deepest part...! As hard as you can...!,可以喔……！这次也……射在最里面……！用力射出来……！,いいよぉ…！今回も…一番奥に出してぇ…！思いっきり…っ！,좋아..! 이번에도 가장 깊은 곳에 싸 줘!,可以喔……！這次也……射在最裡面……！用力射出來……！,絶頂,Được thôi...! Lần này cũng... bắn tận sâu trong tớ đi...! Hết cỡ luôn đi cậu...!
SCENE_BUTLER_AHEN_KISS_4,Kiss...,啾……,ちゅうっ…,츄웁..,啾……,キス,Chụt...
