Type,EventID,Korean,Vietnamese,SourceFile,Line
mai,335,"그 와중에도 이득을 생각한 거겠지. 빚이 늘어나 버렸네.","Giữa đống hỗn độn đó mà vẫn tính lợi à. Nợ tăng thêm rồi.",chapter4_butler3.dtl,251
mai,338,"헤헤. 맞아. 방법은 우리가 전부 알려 줄 테니까.","Hê hê. Ừ đúng. Cách làm tụi tớ chỉ cho hết.",chapter4_butler3.dtl,259
mai,193f,"자, 그럼 이제 지갑도 찾았겠다, 다음은 어쩌지?","Được rồi, tìm được ví rồi, giờ làm gì?",chapter4_butler4.dtl,3
mai,1942,"야호- 집사, 우리 왔어.","Yahoo~ Quản gia ơi, tụi tớ đến!",chapter4_butler4.dtl,10
mai,1948,"뭐? 잘 안 들려.","Hả? Nói đi, tôi không nghe được.",chapter4_butler4.dtl,19
mai,1953,"응, 괜히 더 수상하게 보이면 위험하겠지.","Ừm, vô tình bị nghi ngờ thêm là nguy hiểm đấy.",chapter4_butler4.dtl,33
choice,1954,"우리가 도울 게 있을까?","Tụi mình có thể giúp gì được không?",chapter4_butler4.dtl,34
mai,1959,"이따 봐, 티켓 잔뜩 챙겨 갈게!","Hẹn gặp lại! Tớ mang đầy vé tới!",chapter4_butler4.dtl,40
mai,1964,"어쩌지? 이래서야 집사에게 더 부탁하기도 어렵게 됐잖아.","Sao giờ? Thế này khó nhờ quản gia thêm nữa rồi.",chapter4_butler4.dtl,55
mai,1968,"종착점 이라고 했나? 창고 외에도 여러개 존재한다고 했지?","Ga cuối nhỉ? Ngoài kho còn có mấy cái nữa đúng không?",chapter4_butler4.dtl,61
mai,1969,"그 중 하나에 파주주가 갇혀 있는 걸까? 가능한 곳은 전부 들러 보자!","Không biết Pazuzu có bị nhốt trong một cái đó không? Quẹo hết mấy chỗ đi được luôn!",chapter4_butler4.dtl,62
mai,33c,"발 디딜 틈 없이 잡동사니로 가득 차 있잖아?","Chật ních đồ không có chỗ đặt chân luôn kìa!",chapter4_complete.dtl,16
choice,33d,"조심해서 이동하도록 하자.","Hãy di chuyển cẩn thận.",chapter4_complete.dtl,17
mai,340,"아야야..","Đau quá...",chapter4_complete.dtl,23
choice,341,"이렇게 넘어질 테니까.","Bảo phải cẩn thận rồi mà.",chapter4_complete.dtl,24
mai,343,"응.. 하지만 한쪽에 세워놨던 물건들이 쓰러졌어.. 집사가 화내려나?","Ừ... nhưng tớ lỡ làm đổ mấy thứ dựng ở góc rồi... Cậu nghĩ quản gia có nổi giận không?",chapter4_complete.dtl,29
mai,346,"그래야겠어. 꽤 비싸 보이는 것도 많네. 낡은 물건들일 줄 알았는데.","Ừ nhỉ. Nhìn sơ qua thấy nhiều món đắt tiền đấy. Tưởng toàn rác rưởi hóa ra không phải.",chapter4_complete.dtl,33
mai,348,"..이 수많은 물건 사이에서 찾아야 하는 거지? 파주주의 지갑..","...Chúng ta phải tìm giữa đống này á? Ví của Pazuzu...",chapter4_complete.dtl,37
choice,349,"그리고 내 핸드폰도.","Và điện thoại của tôi nữa.",chapter4_complete.dtl,38
mai,34a,"분실물이 모인 장소에 도착했으니 다음은 핸드폰으로 전화를 걸면 되지?","Tới chỗ đồ thất lạc rồi, gọi thử là điện thoại kêu lên chứ?",chapter4_complete.dtl,39
mai,34c,"결국 손수 뒤져봐야 한다는 건가..","Vậy nên dù sao thì chúng ta cũng phải tự tay giải quyết toàn bộ mớ hỗn độn này...",chapter4_complete.dtl,43
choice,34d,"아니, 여전히 그 방법이 유효할 수 있어.","Không, phương pháp đó vẫn có thể hiệu quả.",chapter4_complete.dtl,44
choice,34e,"우리 주변의 물건들을 보면..","Hãy quan sát những thứ xung quanh chúng ta...",chapter4_complete.dtl,45
mai,350,"뭔가 옛날 냄새도 나고.. 낯선 물건이 많은데.. 와! 이건 나 어렸을 때 가지고 놀던 게임기랑 같은 기종이네?","Mùi hoài niệm quá, toàn đồ lạ... ủa! Máy game này giống hồi nhỏ tớ chơi nè!",chapter4_complete.dtl,49
mai,358,"이 전차잖아? 꽤나 오래 된 전차구나. 근데 여태 한번도 그 존재를 몰랐던거야?","Tàu này hả? Già đời nhỉ. Mà nãy giờ anh không biết luôn à?",chapter4_complete.dtl,59
mai,35c,"이 주변도 역시 가득 차 있어.","Chỗ này cũng đầy đồ luôn.",chapter4_complete2.dtl,2
mai,35e,"와아! 이거 뭐야? 이것 좀 볼래?","Waa! Cái gì đây? Coi thử đi!",chapter4_complete2.dtl,8
mai,360,"맞아. 엄청 유명한 갸루 잡지. TopTeen이야. 어릴 때 언니들이 보던 걸 몰래 봐서 기억하고 있어.","Ừ đúng. Tạp chí gal siêu nổi tiếng. TopTeen. Hồi bé hay lén đọc của chị nên nhớ~",chapter4_complete2.dtl,11
choice,361,"이때는 정말 이런 모습이 유행했어?","...Thời đó kiểu này thịnh hành thật hả?",chapter4_complete2.dtl,12
mai,362,"언니들이 다 이런 화장하고 옷을 입고 다녔으니까. 솔직히 난 좀 무서웠지만. 아마 이 시기면 2010년도쯤 되려나?","Chị tớ toàn make up với đồ kiểu đó đi ra ngoài. Nói thật hơi sợ... nhưng cỡ đó chắc khoảng 2010 nhỉ?",chapter4_complete2.dtl,13
mai,365,"이거? 그냥 나무판 같은데.. 뭔가 써져 있네?","Cái này? Chỉ là miếng gỗ thôi... có ghi gì kìa?",chapter4_complete2.dtl,20
mai,366,"주먹밥 50엔, 생수 70엔, 접이 우산 500엔.. 역 노점 가격표인가 봐. 이때는 이정도 가격인가? 무척 싸잖아?","Cơm nắm 50 yên, nước khoáng 70 yên, ô gấp 500 yên... Bảng giá quán ven ga. Hồi đó giá thế à? Rẻ ghê?",chapter4_complete2.dtl,21
mai,36a,"상품은 안 팔리고 전차에 대한 컴플레인이 잦았던 곳인가?","Hàng không bán được, hỏng hóc nhiều, khách phàn nàn ầm trời à?",chapter4_complete2.dtl,27
mai,36e,"조심해서 오느라 죽는 줄 알았어~..","Đi cẩn thận không dẫm hỏng đồ mệt chết được~...",chapter4_complete3.dtl,6
mai,370,"포스터 속 모델도 그렇고, 요즘 물건이라는 느낌이 들어. 세탁기도 있는데.. 어떻게 들고 온 거지?","Người mẫu trên poster cũng gần đây. Có cả máy giặt... vác lên tàu kiểu gì thế?",chapter4_complete3.dtl,9
choice,371,"내 생각엔 이 부근에서 찾으면 될 거 같아.","Tôi nghĩ chúng ta nên tập trung tìm kiếm quanh đây.",chapter4_complete3.dtl,10
mai,373,"응? 또 둘이서만 알아낸 거야? 뭐지?","Hử? Hai người lại tự hiểu với nhau chuyện gì nữa thế? Gì đấy gì đấy?",chapter4_complete3.dtl,14
mai,375,"그래? 아무렇게나 모아 놓은 게 아니구나.","Thật sao? Hóa ra chúng không phải chỉ được gom về rồi xếp đống ngẫu nhiên à.",chapter4_complete3.dtl,18
mai,377,"맞아. 생전 처음 보는 것들도 많았지.","Ừ. Toàn đồ chưa thấy bao giờ.",chapter4_complete3.dtl,21
mai,37a,"우리가 있던 시기의 것들.. 아, 우리가 찾아야 할 분실물도 최근 물품들이니까 이 근처에 있다는 뜻이야?","Đồ thời tụi mình... à, ý là đồ cần tìm mới rơi gần đây nên chắc ở quanh đây?",chapter4_complete3.dtl,26
mai,37f,"어쩐지.. 승객의 발길이 줄어드니까 최근의 분실물은 눈에 띄게 적어진거야.","Ra là thế~... Vì lượng hành khách giảm nên gần đây số lượng đồ đạc bị thất lạc cũng ít đi trông thấy nhỉ.",chapter4_complete3.dtl,32
mai,381,"코니알의 장난에 휘말린 것도 우리들 뿐이었지. 그 녀석이 이 45번 전차를 선택한 이유와 연관이 있을까?","Cũng chỉ có mỗi tụi mình bị cuốn vào trò đùa của Konial. Liệu chuyện này có liên quan gì đến lý do cô ta chọn chuyến tàu số 45 này không nhỉ?",chapter4_complete3.dtl,35
choice,382,"전차 칸을 탐색해보면 알 수 있을지 몰라.","Chúng ta có thể tìm ra nếu chúng ta khám phá toa tàu.",chapter4_complete3.dtl,36
mai,384,"응, 이해했어. 그럼 이제 여기서 전화를 걸어 보면 된다는 거지?","Hiểu rồi. Vậy nếu chúng ta thử gọi từ đây thì sẽ ổn thôi, phải không?",chapter4_complete3.dtl,39
choice,385,"아직 켜진다면 말이야.","...Hi vọng là máy vẫn còn chút pin.",chapter4_complete3.dtl,40
mai,387,"그럼 알려준 번호로 걸어 볼게.","Vậy tớ gọi thử số cậu đưa nhé.",chapter4_complete3.dtl,42
narration,388,"(...)","...",chapter4_complete3.dtl,43
narration,389,"(...)","...",chapter4_complete3.dtl,44
narration,38a,"(...)","...",chapter4_complete3.dtl,45
narration,38b,"(띠리링~ 띠리링~)","(Rinh rinh~ Rinh rinh~)",chapter4_complete3.dtl,47
mai,38e,"정말? 끊기기 전에 찾자!","Thật? Lùng trước khi tắt!",chapter4_complete3.dtl,52
mai,392,"대박.. 말도 안돼.","Đù~... thế mà có thật.",chapter4_complete3.dtl,61
mai,394,"내 것보다 심각한걸. 작동은 하는 거야?","Nó còn tệ hơn của tôi. Nó thậm chí có hoạt động không?",chapter4_complete3.dtl,63
choice,395,"...","...",chapter4_complete3.dtl,64
choice,396,"원래는 이렇지 않았는데..","Không... lúc đánh rơi nó đâu có như này...",chapter4_complete3.dtl,65
mai,398,"내 폰처럼 집사한테 고쳐달라고 부탁해 보자.","Nhờ quản gia sửa như điện thoại của tớ ấy.",chapter4_complete3.dtl,69
choice,399,"아니, 이제 딱히 쓸곳도 없으니까.","Không, dù sao thì nó cũng chẳng có tác dụng gì cả.",chapter4_complete3.dtl,70
mai,3a1,"뭐.. 뭐야. 엄청나게 소리나는데?","Cái-cái gì thế? Nó đang tạo ra một âm thanh lớn điên cuồng!",chapter4_complete3.dtl,83
choice,3a2,"..이 소리..","...Âm thanh này...",chapter4_complete3.dtl,84
mai,3a4,"그건.. 그동안 잊어버리고 있었으니까 확인을 못해서겠지. 그리고 알바가 있다고 했지? 그쪽에서 온 건가 봐.","Thì... dạo này cậu quên béng mất nên không kiểm tra được còn gì. Cậu bảo có việc làm thêm đúng không? Có khi là từ chỗ đó đấy.",chapter4_complete3.dtl,88
narration,3a5,"(띠링)(띠링)(띠링)..","(Rinh)(Rinh)(Rinh)...",chapter4_complete3.dtl,90
mai,3a9,"그럼 이 소리는 뭐지.. 고장난 건가?","Thế tiếng này là gì... hỏng hóc...?",chapter4_complete3.dtl,96
narration,3aa,"알림음이 끊이지 않고 울린다. 날 찾는 사람이 이렇게 많을 리가..","Các thông báo sẽ không dừng lại. Không thể nào có nhiều người đang tìm kiếm tôi đến vậy...",chapter4_complete3.dtl,97
narration,3ab,"밖에 무슨 일이라도 생긴 걸까? 검은 액정을 손가락으로 이리저리 문지른다.","Có chuyện gì bên ngoài sao? Hắn lướt tay trên màn hình đen.",chapter4_complete3.dtl,98
narration,3ac,"(띠링)(띠링..)","(Đinh)(Đinh...)",chapter4_complete3.dtl,100
narration,3ad,"...","...",chapter4_complete3.dtl,102
mai,3ae,"..조용해졌네.","...Nó trở nên im lặng.",chapter4_complete3.dtl,104
choice,3af,"꺼져버린 거 같아..","Chắc tắt rồi...",chapter4_complete3.dtl,105
choice,3b0,"배터리가 다 한 건가?","Hết pin à?",chapter4_complete3.dtl,106
mai,3b4,"응, 그럼 핸드폰이 있던 위치에 분명..","Đúng rồi, vậy nếu điện thoại di động ở chỗ đó thì...",chapter4_complete3.dtl,111
mai,3b6,".....",".....",chapter4_complete3.dtl,115
mai,3b7,"..항상 예상과는 다른 물건들을 많이 보는 거 같아.","...Lúc nào cũng thấy toàn điều nằm ngoài dự đoán.",chapter4_complete3.dtl,117
choice,3b8,"무척 촌스런 지갑이네..","Đó là một chiếc ví dính...",chapter4_complete3.dtl,118
mai,3ba,"아무리 그래도 너무 낡고 구려.. 상당히 오래 사용한 건가?","Dù sao cũng cũ quá rồi đấy... cái này cũng tả tơi luôn... dùng lâu thế nhỉ?",chapter4_complete3.dtl,122
choice,3bb,"이쪽에 P.Z.Z라는 이니셜이 적혔어.","Ở đây có ghi chữ viết tắt 'P.Z.Z' này.",chapter4_complete3.dtl,123
mai,3bd,"동전지갑인데 한없이 가벼워.. 이사람 믿을 수 있을까?","Ví tiền xu mà nhẹ vậy... không biết có tin được không?",chapter4_complete3.dtl,125
mai,3c2,"포토카드네? 분명 파주주와..","Một tấm thẻ ảnh? Đó chắc chắn là Pazuzu và...",chapter4_complete3.dtl,134
choice,3c3,"...코니알?","...Konial?",chapter4_complete3.dtl,135
mai,3c5,"... 둘이 무슨 사이였던거야?","…Chuyện gì đang xảy ra giữa hai người đó vậy?",chapter4_complete3.dtl,139
choice,3c6,"..이건 못 본 걸로 할까.","...Hãy giả vờ như chúng ta không nhìn thấy điều này.",chapter4_complete3.dtl,140
mai,3c8,"완전 찝찝하네..","Khó chịu hết sức...",chapter4_complete3.dtl,144
choice,3c9,"이제 파주주에게 전해 주면 되는 거지?","Giờ chỉ cần đưa cho Pazuzu nữa thôi đúng không?",chapter4_complete3.dtl,145
mai,3cb,"몇 번이고 다시 온다고 했으니..","Cô ấy nói sẽ quay lại nhiều lần nếu cần thiết...",chapter4_complete3.dtl,148
narration,3cc,"'대.. 대단해요!'","'T-tuyệt vời!'",chapter4_complete3.dtl,151
mai,3cd,"으와앗!","Áaa!",chapter4_complete3.dtl,153
mai,3d0,"그..그래? 정말 파주주의 지갑이 맞구나.","Th-thật hả? Vậy đúng là ví của Pazuzu rồi.",chapter4_complete3.dtl,162
narration,3d1,"'천만 다행이에요! 제 목숨을 구한 거나 다름 없어요!'","Thật tốt quá! Các cậu cứ như cứu mạng tôi vậy!",chapter4_complete3.dtl,163
mai,3d4,"텅텅 비어 있었지. ..천사는 원래 가난한 직업이야?","Rỗng tuếch. ...Thiên sứ nghèo lắm à?",chapter4_complete3.dtl,168
mai,3d9,"찾아내서 정말 다행이야.","Thế thì may quá, cuối cùng cũng tìm lại được rồi.",chapter4_complete3.dtl,174
narration,3da,"'네!.. 제.. 제가 책임지고 은혜를 값도록 하겠습니다! 한시라도 빨리 구해드릴게요!'","Vâng! Â-ân huệ này tôi nhất định sẽ báo đáp! Tôi sẽ giải cứu mọi người sớm nhất có thể!",chapter4_complete3.dtl,175
choice,3db,"그럼 이제 어디서 만나면 돼?","Vậy gặp ở đâu?",chapter4_complete3.dtl,176
narration,3dc,"'그.. 그게.. 전에 전차에게 엄청나게 당하면서 어디론가 끌려 왔거든요.. 전차의 내.. 내부인지 외부인지도 확실하지 않은 장소에요..'","Đ-vấn đề là... Tôi bị tàu hỏa đánh thậm tệ và bị kéo đi đâu đó... Tôi k-thậm chí tôi còn không chắc mình đang ở trong hay ngoài nó nữa...!",chapter4_complete3.dtl,177
mai,3dd,"..뭐야. 코니알에게 감금 당한거야?","...Gì thế. Bị Konial nhốt à?",chapter4_complete3.dtl,179
narration,3de,"'아마도 그런 거 같아요.. 주기적으로 코니알의 자..장난감들이 찾아와서 저를..'","Có vẻ như vậy... Đồ chơi của Konial thường xuyên được ghé qua và chúng...!",chapter4_complete3.dtl,180
mai,3e5,"묶여 있다고?","Cậu bị trói à?",chapter4_complete3.dtl,188
narration,3e6,"'네에.. 어두워서 모르겠지만 전차가 반대로 움직이는 거 같은 기분도 들어요..'","'Vâng... tối không rõ nhưng hình như tàu chạy ngược chiều...'",chapter4_complete3.dtl,189
mai,3ea,"종착점이 여러개라고 했지..","Mà ổng bảo có nhiều ga cuối nhỉ...",chapter4_complete3.dtl,196
narration,3eb,"'..! 또 오고 있어요.. 장난감들.. 이.. 이 대화는 여기까지 해야 할 거 같아요!'","'..! Lại tới nữa rồi... mấy món đồ chơi... c-cuộc nói chuyện phải kết thúc thôi...!'",chapter4_complete3.dtl,197
narration,3ec,"'지갑만 되찾으면 이.. 이후는 모두 해결할 수 있어요! 그.. 그럼 잘 부탁 드릴게요!'","Nếu lấy lại được ví thì mọi chuyện sau đó đều tự giải quyết được! V-vậy tôi trông cậy cả vào mọi người đấy!",chapter4_complete3.dtl,198
mai,3f0,"..어쨌든 잘 버티고 있는 거 같아.","...Dù sao có vẻ trụ được.",chapter4_complete3.dtl,209
mai,3f2,"이번에도 집사의 도움을 받아야 할 거 같아..","Chắc lại nhờ quản gia thôi...",chapter4_complete3.dtl,213
choice,3f3,"우선 이곳에서 너무 오래 있었으니 돌아가자.","Tạm thời về thôi.",chapter4_complete3.dtl,214
choice,3f4,"코니알이 의심을 살 수도 있어.","Konial có thể nghi ngờ.",chapter4_complete3.dtl,215
mai,3f6,"지갑은 잘 챙겨 두자. 가벼우니까 빠지지 않게 조심해.","Giữ ví cẩn thận nhé. Nhẹ quá nên coi chừng rơi.",chapter4_complete3.dtl,217
choice,3f7,"뭔가 서글퍼지네..","Tự nhiên thấy buồn buồn...",chapter4_complete3.dtl,218
mai,3fd,"대박이네! 그럼 탐지가 쉬운 칸들만 골라서 등록하면 더 수월하잖아?","Tuyệt quá! Vậy nếu tụi mình chỉ chọn rồi đăng ký những toa có dị biến dễ phát hiện thì việc tìm kiếm sẽ nhàn hơn nhiều đúng không?",chapter4_kankannavi.dtl,11
mai,407,"마지막 칸에 무언가 생겼어!","Toa cuối có gì đó hiện ra!",chapter4_kankannavi.dtl,26
mai,40b,"그런데.. 아까 말한 다른 종착점들은 뭐야?","Mà này... điểm cuối khác cậu vừa nhắc lúc nãy là gì thế?",chapter4_kankannavi.dtl,33
mai,412,"노선의 갯수를 얼마나 배치하냐에 따라 탐색 시간을 조절할 수 있겠네?","Tức là tùy số toa trên tuyến mà điều chỉnh thời gian thám hiểm đúng không?",chapter4_kankannavi.dtl,42
