key,en,jp,ko,zh,cn
<!MissingKey:103:The announcement seems to be coming from around here.>,The announcement seems to be coming from around here.,放送はこの辺りから聞こえてくるみたいですね。,방송은 이 근처에서 나오는 거 같아요.,廣播好像是從這附近發出來的。,广播好像是从这附近发出来的。
<!MissingKey:104:A-are you alright?! Did you hit your head?!>,A-are you alright?! Did you hit your head?!,だ……大丈夫ですか！頭ぶつけてませんか…？,괘.. 괜찮으세요?! 머리 안 다치셨어요?,您、您還好嗎？！頭有沒有撞到？,您、您还好吗？ ！头有没有撞到？
<!MissingKey:105:A bikini you can't wear to the beach...>,A bikini you can't wear to the beach...,ビーチで着れないビキニか…,해변에서 입지 못하는 비키니라..,不能在海邊穿的比基尼嗎……,不能在海边穿的比基尼吗……
,,,,,
<!MissingKey:107:What if we try the opposite approach?>,What if we try the opposite approach?,むしろ逆の方法を試してみるのは？,오히려 반대의 방법을 써 보는 건?,不如試試相反的方法？,不如试试相反的方法？
<!MissingKey:108:Your hot breath on my neck... your grip getting tighter... it's making me so embarrassed...>,Your hot breath on my neck... your grip getting tighter... it's making me so embarrassed...,息が…うなじにかかって…そんなに強くされたら…私…恥ずかしくなっちゃいます…,거친 숨결이 목덜미에 닿으면서.. 점점 강하게 쥐면.. 더 부끄러워져요..,粗重的呼吸噴在後頸上……又被越抓越緊……讓我更加害羞了……,粗重的呼吸喷在后颈上……又被越抓越紧……让我更加害羞了……
<!MissingKey:109:...>,...,……,....,……,……
"<!MissingKey:110:If you spot something different from before, move in front of it.>","If you spot something different from before, move in front of it.",前と様子が違う箇所を見つけたら、その場所まで移動しろ。,이전과 다른 부분을 발견했다면 그 앞으로 이동해.,如果發現了和之前不一樣的地方，就移動到那個位置前面，按住空白鍵（Enter鍵）。,如果发现了和之前不一样的地方，就移动到那个位置前面，按住空白键（Enter键）。
<!MissingKey:111:!...>,!...,！…,!..,……,……
"<!MissingKey:112:Sh-shut up! If you don't disappear, I'm calling the whole thing off!>","Sh-shut up! If you don't disappear, I'm calling the whole thing off!",だ…黙れ！消えないとなかったことにするぞ！,다.. 닥쳐! 안 사라지면 없던 일로 하겠어!,給、給我閉嘴！再不消失的話就當什麼都沒發生過！,给、给我闭嘴！再不消失的话就当什么都没发生过！
,,,,,
"<!MissingKey:114:If we register this location as a Route, we can visit again anytime. Next time, let's bring Miss Mai along with us.>","If we register this location as a Route, we can visit again anytime. Next time, let's bring Miss Mai along with us.",ここは路線を登録すればいつでも来られますね。次は舞さんも一緒に来ましょう。,이곳은 노선을 등록하면 언제든 다시 방문할 수 있겠어요. 다음엔 마이 양도 함께 오도록 하죠.,這裡只要登錄路線就能隨時再來，下次也帶舞一起吧。,这里只要登录路线就能随时再来，下次也带舞一起吧。
,,,,,
"<!MissingKey:116:...But once he wakes up, there's something I gotta tell you both.>","...But once he wakes up, there's something I gotta tell you both.",…その代わり、こいつが目覚めたら、二人に話したいことがあるんよ。,..대신 이 녀석이 깨어나면 둘에게 해 줄 얘기가 있어.,……不過等這傢伙醒來之後，有些事情想跟你們說。,……不过等这家伙醒来之后，有些事情想跟你们说。
<!MissingKey:117:As for Tickets to offer Mistress Konial... Ah!>,As for Tickets to offer Mistress Konial... Ah!,コニアル様にお納めするチケットは……あっ！,코니알 님에게 바칠 티켓은.. 아!,要獻給柯尼亞爾大人的票券……啊！,要献给柯尼亚尔大人的票券……啊！
"<!MissingKey:118:As always, the moment exploration ends, we can't wait to devour each other's bodies.>","As always, the moment exploration ends, we can't wait to devour each other's bodies.",いつものように探索を終えた後は、待ちかねたように互いの身体を貪り合う。,언제나처럼 탐색을 마친 후엔 기다렸다는 듯 서로의 몸을 탐한다.,和往常一樣，每次探索結束後，我們就會迫不及待地渴求彼此的身體。,和往常一样，每次探索结束后，我们就会迫不及待地渴求彼此的身体。
<!MissingKey:119:Huh? You're right! Hold on a sec. According to my phone...>,Huh? You're right! Hold on a sec. According to my phone...,え？マジじゃん。ちょっと待って、スマホの時間…,어? 정말이잖아. 기다려 봐. 핸드폰 시간으로는..,欸？真的耶。等一下喔，手機上的時間是……,欸？真的耶。等一下喔，手机上的时间是……
"<!MissingKey:120:Soon, she turns her body slightly, and her small hand begins tracing up along my thigh.>","Soon, she turns her body slightly, and her small hand begins tracing up along my thigh.",少し体を捻りながら、彼女の小さな手が僕の太ももを這い上がってくる。,"이윽고, 몸을 살짝 돌리며 그녀의 작은 손이, 내 허벅지를 따라 올라온다.",隨後，她微微轉過身，那纖細的小手順著我的大腿往上滑。,随后，她微微转过身，那纤细的小手顺着我的大腿往上滑。
"<!MissingKey:121:These are the busty breasts that big bra you got was holding. Heavier than you thought, right?>","These are the busty breasts that big bra you got was holding. Heavier than you thought, right?",あんたが取ってくれたブラが包んでたボリューム満点の巨乳でぇーっす。どうよ、この重量感？,네가 준 큰 브라가 감싸고 있던 거유 가슴이야. 생각보다 무겁지?,就是你剛剛拿給我的那件大胸罩包住的巨乳喔～比想像中還重吧？,就是你刚刚拿给我的那件大胸罩包住的巨乳喔～比想像中还重吧？
<!MissingKey:122:Oh yeah! Listen to this!>,Oh yeah! Listen to this!,それがさー！ちょっと聞いてくれる？,아아 맞아! 들어 봐!,啊啊對了！你聽我說！,啊啊对了！你听我说！
"<!MissingKey:123:As if summoning tremendous courage, Reina opens her trembling lips, her face flushed bright red.>","As if summoning tremendous courage, Reina opens her trembling lips, her face flushed bright red.",勇気を振り絞ったかのように、怜奈は顔を真っ赤に染めたまま、震える唇を開く。,"엄청난 용기를 낸 것처럼, 레이나는 얼굴을 붉게 물들인 채 떨리는 입을 땐다.",像是鼓起了莫大的勇氣，怜奈滿臉通紅，顫抖著開口說道。,像是鼓起了莫大的勇气，怜奈满脸通红，颤抖着开口说道。
"<!MissingKey:124:...After Pazuzu was captured, somewhere in one of the train's cars.>","...After Pazuzu was captured, somewhere in one of the train's cars.",……パズズが捕らわれた後、電車のとある車両。,"..파주주가 사로잡힌 이후, 전차의 어느 칸.",……帕祖祖被抓住之後，電車的某節車廂內——,……帕祖祖被抓住之后，电车的某节车厢内——
"<!MissingKey:125:Oh, or would you rather take care of it yourself? I'll totally pretend I don't see anything.>","Oh, or would you rather take care of it yourself? I'll totally pretend I don't see anything.",それとも一人で手でヤる？見ないフリしてあげるから！,아 그러면 혼자 손으로 해결할래? 못 본 척 할테니까!,啊，還是你要自己用手解決？我可以假裝沒看到喔！,啊，还是你要自己用手解决？我可以假装没看到喔！
<!MissingKey:126:Everyone...! Did you find anything?>,Everyone...! Did you find anything?,皆さん…！何か収穫はありましたか？,여러분들..! 무언가 수확이 있었나요?,各位……！有什麼收穫嗎？,各位……！有什么收获吗？
<!MissingKey:127:The items near the entrance looked like they were from around 2000... So this is definitely more recent.>,The items near the entrance looked like they were from around 2000... So this is definitely more recent.,入口の方の物が2000年代くらいに見えましたから…確かに、あれよりもう少し最近のものって感じですね。,입구쪽 물건이 2000년대쯤으로 보였으니까.. 확실히 좀 더 최근이네요.,入口那邊的東西看起來像是2000年代的……確實是比較近期一點呢。,入口那边的东西看起来像是2000年代的……确实是比较近期一点呢。
"<!MissingKey:128:I thought perhaps mixing in my saliva would make it more slippery, and thus more pleasurable.>","I thought perhaps mixing in my saliva would make it more slippery, and thus more pleasurable.",唾液も混ぜてもっと滑りやすくすれば…もっと気持ちよくなるのではないかと…,침까지 섞어서 더 미끌거리게 만들면 기분이 더 좋아지지 않을까 싶습니다만..,鄙人想如果加上口水讓它更滑的話，您會不會更舒服……？,鄙人想如果加上口水让它更滑的话，您会不会更舒服……？
<!MissingKey:129:Konial and Pazuzu... Feels like we got totally swept up in their whole mess.>,Konial and Pazuzu... Feels like we got totally swept up in their whole mess.,コニアルとパズズ…二人の問題に巻き込まれちゃったみたいだね。,코니알과 파주주.. 둘의 사건에 영락없이 휘말려 버렸던 거 같아.,柯尼亞爾和帕祖祖……感覺我們完全被捲進了他們兩個的糾紛裡。,柯尼亚尔和帕祖祖……感觉我们完全被卷进了他们两个的纠纷里。
<!MissingKey:130:You want me to personally extract a confession from Konial?>,You want me to personally extract a confession from Konial?,僕が直接コニアルから自白を引き出せって…？,내가 직접 코니알의 자백을 받아 내라?,要我親自讓柯尼亞爾開口招供？,要我亲自让柯尼亚尔开口招供？
