key,jp,ko,vi
<!MissingKey:135:はい、私は、とても。こんな気持ちは、初めてです。>,はい、私は、とても。こんな気持ちは、初めてです。,"네, 저는 무척이나. 이런 기분은 처음이에요.",はい、私は、とても。こんな気持ちは、初めてです。
,,,
,,,
<!MissingKey:138:持っていた、情念チケットを、使ったんだ。このチケットには、それくらいの力が、ある。因果を、捻じ曲げること。>,持っていた、情念チケットを、使ったんだ。このチケットには、それくらいの力が、ある。因果を、捻じ曲げること。,가지고 있던 정념 티켓을 쓴 거야. 이 티켓은 그정도의 힘이 있지. 인과를 뒤트는 것.,持っていた、情念チケットを、使ったんだ。このチケットには、それくらいの力が、ある。因果を、捻じ曲げること。
<!MissingKey:139:ぐっしょりと濡れてしまったパンツを、脱がせ、薄紅色の、大陰唇が、はっきりと見えるまでになっても、彼女は、微動だにせず、愛液を流しながら、俺を、受け入れる準備をする。>,ぐっしょりと濡れてしまったパンツを、脱がせ、薄紅色の、大陰唇が、はっきりと見えるまでになっても、彼女は、微動だにせず、愛液を流しながら、俺を、受け入れる準備をする。,"흠뻑 젖어버린 팬티를 벗겨내고 연분홍 빛의 대음순이 훤히 보일 때까지도, 그녀는 미동도 않고 애액을 흘리며 나를 받아들일 준비를 한다.",ぐっしょりと濡れてしまったパンツを、脱がせ、薄紅色の、大陰唇が、はっきりと見えるまでになっても、彼女は、微動だにせず、愛液を流しながら、俺を、受け入れる準備をする。
<!MissingKey:140:ええ、その通りでございます。これまで通り過ぎてきた車両は、それぞれ微妙に異なる気の情念を帯びています。>,ええ、その通りでございます。これまで通り過ぎてきた車両は、それぞれ微妙に異なる気の情念を帯びています。,네 맞습니다. 지금까지 거쳐온 전차 칸은 각각 미묘하게 다른 기운의 정념을 가지고 있습니다.,ええ、その通りでございます。これまで通り過ぎてきた車両は、それぞれ微妙に異なる気の情念を帯びています。
<!MissingKey:141:…今、誰が…俺が、言ったのか？>,…今、誰が…俺が、言ったのか？,..방금 누가.. 내가 한 말이라고?,…今、誰が…俺が、言ったのか？
<!MissingKey:142:それは、普通のチケットじゃないからな。「情念チケット」というものだ。>,それは、普通のチケットじゃないからな。「情念チケット」というものだ。,그건 평범한 티켓이 아니거든. '정념 티켓'이라는 거야.,それは、普通のチケットじゃないからな。「情念チケット」というものだ。
<!MissingKey:143:集中してる姿、すごいな…すーはーしながら、すごく感じてる。>,集中してる姿、すごいな…すーはーしながら、すごく感じてる。,집중한 모습 대단하네.. 습 하 하면서 잔뜩 느끼고 있어.,集中してる姿、すごいな…すーはーしながら、すごく感じてる。
<!MissingKey:144:一番下には…[br]「商品の購入以外の、列車の故障・苦情の受付はいたしません。」>,一番下には…[br]「商品の購入以外の、列車の故障・苦情の受付はいたしません。」,"가장 밑에는.. [br]'상품 구매 외 열차 고장,불만 접수는 처리하지 않습니다.'",一番下には…[br]「商品の購入以外の、列車の故障・苦情の受付はいたしません。」
<!MissingKey:145:でも…あたしも、気にはなるな。後ろは、初めてだから…>,でも…あたしも、気にはなるな。後ろは、初めてだから…,그치만.. 나도 궁금하긴 하네. 뒤는 처음이니까..,でも…あたしも、気にはなるな。後ろは、初めてだから…
<!MissingKey:146:は、でも、お前は、微塵も気にしなかったじゃないか？…まるで、虫けらを見るように扱って…どんなプレゼントをしても…何の反応もなく…>,は、でも、お前は、微塵も気にしなかったじゃないか？…まるで、虫けらを見るように扱って…どんなプレゼントをしても…何の反応もなく…,하.. 하지만 넌 눈꼽만큼도 신경쓰지 않았잖아? ..마치 벌레보듯 대했지.. 어떤 선물을 해도.. 아무 반응 없이..,は、でも、お前は、微塵も気にしなかったじゃないか？…まるで、虫けらを見るように扱って…どんなプレゼントをしても…何の反応もなく…
<!MissingKey:147:何か入っていますね。…写真？>,何か入っていますね。…写真？,무언가 있네요. ..사진?,何か入っていますね。…写真？
<!MissingKey:148:まだ、出てきていませんよね？舞さんが、あの音を聞いたという場所は。>,まだ、出てきていませんよね？舞さんが、あの音を聞いたという場所は。,아직 나오지 않은 거죠? 마이가 그 소리를 들었다는 곳은.,まだ、出てきていませんよね？舞さんが、あの音を聞いたという場所は。
<!MissingKey:149:怜奈のストッキング。>,怜奈のストッキング。,레이나의 스타킹,怜奈のストッキング。
,,,
,,,
<!MissingKey:152:初めて、聞いた。>,初めて、聞いた。,처음 들어봐.,初めて、聞いた。
<!MissingKey:153:…ですが、それでも…少なくとも、一人ではないので。怖さは、あまり感じません。>,…ですが、それでも…少なくとも、一人ではないので。怖さは、あまり感じません。,..하지만 그래도.. 적어도 혼자가 아니니까. 무서움은 덜 느껴져요.,…ですが、それでも…少なくとも、一人ではないので。怖さは、あまり感じません。
<!MissingKey:154:...>,...,....,...
<!MissingKey:155:しかも、逃したぞ！>,しかも、逃したぞ！,심지어 놓쳤어!,しかも、逃したぞ！
<!MissingKey:156:…すぐに、助けに行くからな。>,…すぐに、助けに行くからな。,..어서 구하러 갈게.,…すぐに、助けに行くからな。
<!MissingKey:157:だとしたら…これから、どうすればいい？>,だとしたら…これから、どうすればいい？,그렇다면.. 이제 어떻게 해야 하지?,だとしたら…これから、どうすればいい？
<!MissingKey:158:それほど、熱くはありません。ちょうどいい、温かさですね。>,それほど、熱くはありません。ちょうどいい、温かさですね。,그정도로 뜨겁진 않아요. 적당한 따듯함이네요.,それほど、熱くはありません。ちょうどいい、温かさですね。
<!MissingKey:159:はい。その前に…カンカンナビを設置してくださったおかげで、スムーズに探索できました。>,はい。その前に…カンカンナビを設置してくださったおかげで、スムーズに探索できました。,"네, 그 전에.. 칸칸네비를 설치해 주신 덕분에 수월하게 탐색할 수 있었어요.",はい。その前に…カンカンナビを設置してくださったおかげで、スムーズに探索できました。
<!MissingKey:160:...>,...,.....,...
<!MissingKey:161:コニアルは、これで、満足か？>,コニアルは、これで、満足か？,코니알은 이거면 만족해?,コニアルは、これで、満足か？
<!MissingKey:162:さっきの怪物たちにやられてた時…何度も、絶頂してたよな？>,さっきの怪物たちにやられてた時…何度も、絶頂してたよな？,아까 전 괴물들한테 당할 때.. 몇번이고 절정했었지?,さっきの怪物たちにやられてた時…何度も、絶頂してたよな？
<!MissingKey:163:私は、構いませんから。そんなに、隠さなくても…>,私は、構いませんから。そんなに、隠さなくても…,저는 상관 없으니까. 그렇게 가리지 않으셔도..,私は、構いませんから。そんなに、隠さなくても…
,,,
,,,
<!MissingKey:166:いいのか？俺、温泉に入ったことないんだけど…>,いいのか？俺、温泉に入ったことないんだけど…,괜찮을까? 나 온천욕 해본 적 없는데..,いいのか？俺、温泉に入ったことないんだけど…
<!MissingKey:167:輪廻転生できず、道を彷徨う魂たちは、皆、あなたたちのように言います…私だけでも…今回一度だけ…助けてくれ、と…>,輪廻転生できず、道を彷徨う魂たちは、皆、あなたたちのように言います…私だけでも…今回一度だけ…助けてくれ、と…,환생하지 못하고 길을 해매는 영혼들은 하나같이 당신들처럼 말해요.. 나만이라도.. 이번 한번만.. 살려 달라고..,輪廻転生できず、道を彷徨う魂たちは、皆、あなたたちのように言います…私だけでも…今回一度だけ…助けてくれ、と…
